datetime,price,quantity,venue
2020-07-01 15:58:40:219,364.15,100,EDGX
2020-07-01 15:58:40:219,364.15,10,ARCX
2020-07-01 15:58:40:219,364.15,100,ARCX
2020-07-01 15:58:40:219,364.17,30,BATS
2020-07-01 15:58:40:219,364.17,20,EDGX
2020-07-01 15:58:40:220,364.15,150,XNGS
2020-07-01 15:58:40:220,364.15,100,XNGS
2020-07-01 15:58:40:220,364.15,100,BATS
2020-07-01 15:58:40:220,364.15,20,BATS
2020-07-01 15:58:40:226,364.15,100,XNGS
2020-07-01 15:58:40:227,364.15,300,FINR
2020-07-01 15:58:40:233,364.14,200,XNGS
2020-07-01 15:58:40:233,364.14,100,XNGS
2020-07-01 15:58:40:233,364.14,100,XNGS
2020-07-01 15:58:40:233,364.14,300,BATS
2020-07-01 15:58:40:233,364.14,100,BATS
2020-07-01 15:58:40:236,364.16,100,EDGX
2020-07-01 15:58:40:236,364.15,100,ARCX
2020-07-01 15:58:40:236,364.16,100,BATS
2020-07-01 15:58:40:241,364.14,150,XNGS
2020-07-01 15:58:40:241,364.14,15,XNGS
2020-07-01 15:58:40:241,364.14,200,XNGS
2020-07-01 15:58:40:241,364.14,10,EDGX
2020-07-01 15:58:40:241,364.16,10,BATS
2020-07-01 15:58:40:241,364.16,2,BATS
2020-07-01 15:58:40:243,364.13,5,XNGS
2020-07-01 15:58:40:243,364.13,25,XNGS
2020-07-01 15:58:40:243,364.13,100,BATS
2020-07-01 15:58:40:243,364.13,100,EDGX
2020-07-01 15:58:40:250,364.13,429,FINR
2020-07-01 15:58:40:254,364.13,1,FINR
2020-07-01 15:58:40:273,364.13,100,FINR
2020-07-01 15:58:40:284,364.16,100,EDGX
2020-07-01 15:58:40:284,364.15,13,BATS
2020-07-01 15:58:40:284,364.16,87,BATS
2020-07-01 15:58:40:295,364.18,8,BATS
2020-07-01 15:58:40:295,364.18,92,BATS
2020-07-01 15:58:40:295,364.19,100,EDGA
2020-07-01 15:58:40:295,364.19,100,ARCX
2020-07-01 15:58:40:463,364.18,10,EDGX
2020-07-01 15:58:40:463,364.19,190,EDGX
2020-07-01 15:58:40:482,364.19,100,BATS
2020-07-01 15:58:40:482,364.19,110,EDGX
2020-07-01 15:58:40:482,364.19,100,EDGX
2020-07-01 15:58:40:482,364.19,100,ARCX
2020-07-01 15:58:40:560,364.18,5,FINR
2020-07-01 15:58:40:586,364.16,200,FINR
2020-07-01 15:58:40:604,364.14,100,EDGA
2020-07-01 15:58:40:720,364.1535,3,FINR
2020-07-01 15:58:40:733,364.1899,6,FINR
2020-07-01 15:58:41:035,364.19,100,FINR
2020-07-01 15:58:41:102,364.15,100,XNGS
2020-07-01 15:58:41:158,364.165,1,IEXG
2020-07-01 15:58:41:162,364.15,9,XNGS
2020-07-01 15:58:41:229,364.18,100,EDGA
2020-07-01 15:58:41:230,364.18,100,BATY
2020-07-01 15:58:41:230,364.18,100,XNGS
2020-07-01 15:58:41:233,364.18,20,FINR
2020-07-01 15:58:41:258,364.1985,60,FINR
2020-07-01 15:58:41:303,364.19,100,XNGS
2020-07-01 15:58:41:305,364.2,100,XNGS
2020-07-01 15:58:41:341,364.21,100,BATS
2020-07-01 15:58:41:385,364.2,5,XNGS
2020-07-01 15:58:41:385,364.21,95,XNGS
2020-07-01 15:58:41:387,364.1649,50,FINR
2020-07-01 15:58:41:466,364.18,91,XNGS
2020-07-01 15:58:41:583,364.17,3,XNGS
2020-07-01 15:58:41:661,364.21,7,IEXG
2020-07-01 15:58:41:691,364.2,65,FINR
2020-07-01 15:58:41:801,364.24,1,FINR
2020-07-01 15:58:41:886,364.23,2,XNAS
2020-07-01 15:58:41:886,364.22,42,XNGS
2020-07-01 15:58:41:886,364.23,1,PHLX
2020-07-01 15:58:41:886,364.23,2,EDGA
2020-07-01 15:58:41:886,364.23,5,BATY
2020-07-01 15:58:41:886,364.23,2,EDGX
2020-07-01 15:58:41:886,364.23,12,EDGA
2020-07-01 15:58:41:886,364.23,1,BATY
2020-07-01 15:58:41:886,364.23,7,EDGX
2020-07-01 15:58:41:887,364.23,5,XNYS
2020-07-01 15:58:41:887,364.23,41,ARCX
2020-07-01 15:58:41:889,364.24,4,XNGS
2020-07-01 15:58:41:889,364.25,100,XNGS
2020-07-01 15:58:41:889,364.25,45,XNGS
2020-07-01 15:58:41:889,364.25,11,XNGS
2020-07-01 15:58:41:942,364.25,100,XNGS
2020-07-01 15:58:42:050,364.24,56,XNGS
2020-07-01 15:58:42:053,364.24,71,BATY
2020-07-01 15:58:42:152,364.23,10,FINR
2020-07-01 15:58:42:282,364.265,1400,FINR
2020-07-01 15:58:42:286,364.24,1071,FINR
2020-07-01 15:58:42:395,364.2401,5000,FINR
2020-07-01 15:58:42:422,364.2813,5,FINR
2020-07-01 15:58:42:472,364.255,1,FINR
2020-07-01 15:58:42:479,364.23,100,FINR
2020-07-01 15:58:42:483,364.2731,1,FINR
2020-07-01 15:58:42:563,364.23,150,XNGS
2020-07-01 15:58:42:638,364.23,50,BATS
2020-07-01 15:58:42:638,364.23,50,BATS
2020-07-01 15:58:42:638,364.23,28,XNGS
2020-07-01 15:58:42:638,364.23,167,XNGS
2020-07-01 15:58:42:638,364.23,99,XNGS
2020-07-01 15:58:42:638,364.23,100,XNGS
2020-07-01 15:58:42:638,364.23,86,XNGS
2020-07-01 15:58:42:643,364.23,60,BATS
2020-07-01 15:58:42:643,364.24,40,BATS
2020-07-01 15:58:42:650,364.23,520,FINR
2020-07-01 15:58:42:652,364.24,100,FINR
2020-07-01 15:58:42:674,364.238,5,FINR
2020-07-01 15:58:42:678,364.22,100,XNGS
2020-07-01 15:58:42:746,364.2314,1,FINR
2020-07-01 15:58:42:826,364.2378,30,FINR
2020-07-01 15:58:42:849,364.23,19,XNGS
2020-07-01 15:58:42:851,364.23,12,BATS
2020-07-01 15:58:42:879,364.2399,1000,FINR
2020-07-01 15:58:42:892,364.22,10,XNGS
2020-07-01 15:58:42:893,364.22,100,ARCX
2020-07-01 15:58:42:893,364.23,100,BATS
2020-07-01 15:58:42:894,364.23,60,BATS
2020-07-01 15:58:42:894,364.22,8,BATS
2020-07-01 15:58:42:894,364.23,100,ARCX
2020-07-01 15:58:42:894,364.24,4,EDGX
2020-07-01 15:58:42:894,364.24,10,EDGX
2020-07-01 15:58:42:894,364.24,26,EDGX
2020-07-01 15:58:42:894,364.22,4,XNGS
2020-07-01 15:58:42:894,364.22,8,XNGS
2020-07-01 15:58:42:895,364.22,10,ARCX
2020-07-01 15:58:42:896,364.21,99,XNGS
2020-07-01 15:58:42:896,364.21,100,BATS
2020-07-01 15:58:42:896,364.21,1,XNGS
2020-07-01 15:58:42:896,364.21,40,XNGS
2020-07-01 15:58:42:896,364.21,60,XNGS
2020-07-01 15:58:42:985,364.21,3,XNGS
2020-07-01 15:58:42:988,364.2156,100,FINR
2020-07-01 15:58:42:991,364.2,150,XNGS
2020-07-01 15:58:42:992,364.2,41,ARCX
2020-07-01 15:58:42:995,364.2,100,FINR
2020-07-01 15:58:43:006,364.18,45,XNGS
2020-07-01 15:58:43:006,364.18,2,XNAS
2020-07-01 15:58:43:006,364.18,41,ARCX
2020-07-01 15:58:43:006,364.18,2,XNYS
2020-07-01 15:58:43:008,364.17,45,XNGS
2020-07-01 15:58:43:008,364.17,2,XNGS
2020-07-01 15:58:43:012,364.17,100,XNGS
2020-07-01 15:58:43:012,364.16,150,XNGS
2020-07-01 15:58:43:012,364.16,100,XNGS
2020-07-01 15:58:43:012,364.16,100,BATS
2020-07-01 15:58:43:013,364.16,100,ARCX
2020-07-01 15:58:43:018,364.17,45,XNGS
2020-07-01 15:58:43:018,364.16,105,XNGS
2020-07-01 15:58:43:018,364.16,45,XNGS
2020-07-01 15:58:43:018,364.17,1,BATS
2020-07-01 15:58:43:023,364.17,5,XNGS
2020-07-01 15:58:43:023,364.16,145,XNGS
2020-07-01 15:58:43:023,364.16,5,XNGS
2020-07-01 15:58:43:029,364.17,100,XNGS
2020-07-01 15:58:43:033,364.16,150,XNGS
2020-07-01 15:58:43:033,364.16,1,XNGS
2020-07-01 15:58:43:039,364.16,150,XNGS
2020-07-01 15:58:43:040,364.16,150,XNGS
2020-07-01 15:58:43:047,364.16,150,XNGS
2020-07-01 15:58:43:049,364.15,200,XNGS
2020-07-01 15:58:43:049,364.15,100,XNGS
2020-07-01 15:58:43:049,364.15,100,XNYS
2020-07-01 15:58:43:050,364.15,100,XNGS
2020-07-01 15:58:43:052,364.13,150,XNGS
2020-07-01 15:58:43:052,364.13,100,XNGS
2020-07-01 15:58:43:052,364.13,1,XNGS
2020-07-01 15:58:43:052,364.13,2,XCIS
2020-07-01 15:58:43:052,364.13,41,ARCX
2020-07-01 15:58:43:052,364.13,2,XNYS
2020-07-01 15:58:43:054,364.14,150,XNGS
2020-07-01 15:58:43:054,364.13,150,XNGS
2020-07-01 15:58:43:055,364.13,150,XNGS
2020-07-01 15:58:43:056,364.13,150,XNGS
2020-07-01 15:58:43:063,364.12,50,XNGS
2020-07-01 15:58:43:063,364.12,19,XNGS
2020-07-01 15:58:43:063,364.12,1,XNGS
2020-07-01 15:58:43:063,364.12,16,XNGS
2020-07-01 15:58:43:064,364.12,150,XNGS
2020-07-01 15:58:43:066,364.11,7,XNGS
2020-07-01 15:58:43:066,364.11,150,XNGS
2020-07-01 15:58:43:067,364.13,6,BATS
2020-07-01 15:58:43:073,364.11,15,XNGS
2020-07-01 15:58:43:073,364.11,6,XNGS
2020-07-01 15:58:43:073,364.11,12,XNGS
2020-07-01 15:58:43:073,364.11,10,BATS
2020-07-01 15:58:43:073,364.11,100,BATS
2020-07-01 15:58:43:073,364.11,10,EDGX
2020-07-01 15:58:43:075,364.11,31,ARCX
2020-07-01 15:58:43:075,364.1,100,XNGS
2020-07-01 15:58:43:075,364.1,5,XNGS
2020-07-01 15:58:43:075,364.1,1,XNGS
2020-07-01 15:58:43:075,364.1,2,XNGS
2020-07-01 15:58:43:075,364.1,5,XNGS
2020-07-01 15:58:43:075,364.1,5,XNGS
2020-07-01 15:58:43:076,364.1,6,XNGS
2020-07-01 15:58:43:076,364.1,10,XNGS
2020-07-01 15:58:43:076,364.1,10,XNGS
2020-07-01 15:58:43:076,364.1,400,PHLX
2020-07-01 15:58:43:076,364.1,100,XNGS
2020-07-01 15:58:43:076,364.1,5,XNGS
2020-07-01 15:58:43:076,364.1,1,BATS
2020-07-01 15:58:43:076,364.1,1,BATS
2020-07-01 15:58:43:076,364.1,5,EDGX
2020-07-01 15:58:43:076,364.1,5,ARCX
2020-07-01 15:58:43:076,364.1,1,XASE
2020-07-01 15:58:43:076,364.12,6,XNGS
2020-07-01 15:58:43:076,364.12,10,BATS
2020-07-01 15:58:43:076,364.12,100,XNGS
2020-07-01 15:58:43:076,364.12,10,EDGX
2020-07-01 15:58:43:076,364.12,9,BATS
2020-07-01 15:58:43:076,364.12,100,ARCX
2020-07-01 15:58:43:078,364.12,100,EDGX
2020-07-01 15:58:43:078,364.1,20,EDGX
2020-07-01 15:58:43:078,364.1,18,BATS
2020-07-01 15:58:43:078,364.12,20,BATS
2020-07-01 15:58:43:078,364.12,1,BATS
2020-07-01 15:58:43:078,364.12,17,BATS
2020-07-01 15:58:43:078,364.13,100,XNGS
2020-07-01 15:58:43:081,364.11,4,EDGX
2020-07-01 15:58:43:081,364.11,96,ARCX
2020-07-01 15:58:43:085,364.1005,225,FINR
2020-07-01 15:58:43:086,364.11,12,XNGS
2020-07-01 15:58:43:087,364.1,87,XNGS
2020-07-01 15:58:43:098,364.091,5,FINR
2020-07-01 15:58:43:140,364.1,63,XNGS
2020-07-01 15:58:43:146,364.1,76,XNGS
2020-07-01 15:58:43:153,364.09,161,FINR
2020-07-01 15:58:43:157,364.09,20,FINR
2020-07-01 15:58:43:159,364.13,100,EDGA
2020-07-01 15:58:43:162,364.13,95,IEXG
2020-07-01 15:58:43:164,364.07,80,FINR
2020-07-01 15:58:43:165,364.09,100,EDGX
2020-07-01 15:58:43:211,364.12,4,XNGS
2020-07-01 15:58:43:213,364.14,8,BATS
2020-07-01 15:58:43:273,364.14,11,BATS
2020-07-01 15:58:43:290,364.12,28,XNGS
2020-07-01 15:58:43:290,364.12,144,XNGS
2020-07-01 15:58:43:290,364.12,28,XNGS
2020-07-01 15:58:43:502,364.1242,23,FINR
2020-07-01 15:58:43:543,364.09,200,FINR
2020-07-01 15:58:43:544,364.09,3,FINR
2020-07-01 15:58:43:568,364.09,100,FINR
2020-07-01 15:58:43:595,364.09,100,FINR
2020-07-01 15:58:43:606,364.1,20,XNGS
2020-07-01 15:58:43:617,364.1,20,XNGS
2020-07-01 15:58:43:617,364.09,1,XNGS
2020-07-01 15:58:43:617,364.09,10,XNGS
2020-07-01 15:58:43:617,364.09,4,XNGS
2020-07-01 15:58:43:625,364.08,100,FINR
2020-07-01 15:58:43:893,364.095,100,IEXG
2020-07-01 15:58:43:894,364.095,21,IEXG
2020-07-01 15:58:43:913,364.1,40,XNGS
2020-07-01 15:58:43:913,364.09,6,XNGS
2020-07-01 15:58:43:913,364.09,32,XNGS
2020-07-01 15:58:43:914,364.1,1,FINR
2020-07-01 15:58:43:920,364.12,100,BATS
2020-07-01 15:58:43:921,364.12,15,EDGX
2020-07-01 15:58:43:921,364.12,85,EDGX
2020-07-01 15:58:43:921,364.12,100,XNGS
2020-07-01 15:58:43:921,364.13,100,XNAS
2020-07-01 15:58:43:922,364.13,100,XNGS
2020-07-01 15:58:43:973,364.1399,4,FINR
2020-07-01 15:58:44:070,364.1499,3,FINR
2020-07-01 15:58:44:126,364.115,200,FINR
2020-07-01 15:58:44:149,364.115,50,FINR
2020-07-01 15:58:44:208,364.11,15,XNGS
2020-07-01 15:58:44:268,364.1359,10,FINR
2020-07-01 15:58:44:395,364.125,81,FINR
2020-07-01 15:58:44:669,364.13,1,XNGS
2020-07-01 15:58:45:040,364.11,3,XNGS
2020-07-01 15:58:45:048,364.1,50,XNAS
2020-07-01 15:58:45:158,364.125,1,FINR
2020-07-01 15:58:45:161,364.14,150,XNGS
2020-07-01 15:58:45:161,364.14,45,XNGS
2020-07-01 15:58:45:161,364.14,66,EDGA
2020-07-01 15:58:45:161,364.14,15,EDGA
2020-07-01 15:58:45:161,364.14,19,EDGA
2020-07-01 15:58:45:161,364.14,26,BATS
2020-07-01 15:58:45:161,364.15,33,BATS
2020-07-01 15:58:45:162,364.15,135,XNGS
2020-07-01 15:58:45:162,364.15,45,XNGS
2020-07-01 15:58:45:162,364.15,20,XNGS
2020-07-01 15:58:45:162,364.15,82,ARCX
2020-07-01 15:58:45:176,364.16,98,ARCX
2020-07-01 15:58:45:177,364.16,300,XNGS
2020-07-01 15:58:45:375,364.1514,10,FINR
2020-07-01 15:58:45:548,364.18,100,XNAS
2020-07-01 15:58:45:548,364.18,100,EDGA
2020-07-01 15:58:45:549,364.18,100,BATS
2020-07-01 15:58:45:549,364.13,200,FINR
2020-07-01 15:58:45:601,364.16,50,FINR
2020-07-01 15:58:45:710,364.15,100,EDGA
2020-07-01 15:58:45:785,364.16,100,FINR
2020-07-01 15:58:45:828,364.16,25,FINR
2020-07-01 15:58:45:858,364.16,33,XNGS
2020-07-01 15:58:45:858,364.15,17,XNGS
2020-07-01 15:58:45:901,364.13,100,FINR
2020-07-01 15:58:45:946,364.15,51,XNGS
2020-07-01 15:58:45:946,364.15,50,ARCX
2020-07-01 15:58:45:954,364.14,13,XNGS
2020-07-01 15:58:45:968,364.1302,586,FINR
2020-07-01 15:58:45:971,364.13,100,EDGA
2020-07-01 15:58:45:973,364.16,43,BATS
2020-07-01 15:58:45:973,364.16,2,EDGX
2020-07-01 15:58:45:976,364.13,300,FINR
2020-07-01 15:58:46:004,364.13,300,FINR
2020-07-01 15:58:46:037,364.14,100,FINR
2020-07-01 15:58:46:137,364.1427,100,FINR
2020-07-01 15:58:46:268,364.1582,3,FINR
2020-07-01 15:58:46:280,364.15,4,XNGS
2020-07-01 15:58:46:288,364.14,46,XNGS
2020-07-01 15:58:46:288,364.14,50,XNGS
2020-07-01 15:58:46:288,364.14,4,XNGS
2020-07-01 15:58:46:288,364.14,100,XNYS
2020-07-01 15:58:46:288,364.14,100,ARCX
2020-07-01 15:58:46:288,364.14,100,XNGS
2020-07-01 15:58:46:289,364.15,56,XNGS
2020-07-01 15:58:46:289,364.15,44,XNGS
2020-07-01 15:58:46:289,364.15,43,BATS
2020-07-01 15:58:46:289,364.16,10,BATS
2020-07-01 15:58:46:289,364.15,2,EDGX
2020-07-01 15:58:46:289,364.16,47,BATS
2020-07-01 15:58:46:289,364.16,10,EDGX
2020-07-01 15:58:46:289,364.16,88,EDGX
2020-07-01 15:58:46:289,364.16,10,ARCX
2020-07-01 15:58:46:289,364.16,90,ARCX
2020-07-01 15:58:46:295,364.16,53,BATS
2020-07-01 15:58:46:295,364.16,100,BATS
2020-07-01 15:58:46:407,364.14,5,BATS
2020-07-01 15:58:46:407,364.14,8,BATS
2020-07-01 15:58:46:407,364.13,2,BATS
2020-07-01 15:58:46:408,364.15,30,XNGS
2020-07-01 15:58:46:408,364.15,30,BATS
2020-07-01 15:58:46:408,364.15,20,EDGX
2020-07-01 15:58:46:408,364.15,100,XNGS
2020-07-01 15:58:46:408,364.14,10,ARCX
2020-07-01 15:58:46:408,364.14,10,ARCX
2020-07-01 15:58:46:408,364.14,10,ARCX
2020-07-01 15:58:46:408,364.15,5,XNGS
2020-07-01 15:58:46:408,364.13,100,XNGS
2020-07-01 15:58:46:408,364.13,50,XNGS
2020-07-01 15:58:46:535,364.1578,10,FINR
2020-07-01 15:58:46:538,364.13,100,FINR
2020-07-01 15:58:46:557,364.13,200,FINR
2020-07-01 15:58:46:571,364.13,100,XNAS
2020-07-01 15:58:46:571,364.14,100,EDGX
2020-07-01 15:58:46:571,364.14,4,XNGS
2020-07-01 15:58:46:571,364.13,10,XNGS
2020-07-01 15:58:46:571,364.13,30,BATS
2020-07-01 15:58:46:571,364.13,20,BATS
2020-07-01 15:58:46:571,364.13,100,BATS
2020-07-01 15:58:46:571,364.13,30,BATS
2020-07-01 15:58:46:578,364.13,100,FINR
2020-07-01 15:58:46:579,364.13,100,FINR
2020-07-01 15:58:46:605,364.13,283,XNGS
2020-07-01 15:58:46:617,364.11,6,XNGS
2020-07-01 15:58:46:617,364.1,5,EDGX
2020-07-01 15:58:46:617,364.1,43,BATS
2020-07-01 15:58:46:618,364.11,5,XNYS
2020-07-01 15:58:46:618,364.11,41,ARCX
2020-07-01 15:58:46:685,364.13,6,FINR
2020-07-01 15:58:46:708,364.1,300,FINR
2020-07-01 15:58:46:721,364.102,100,FINR
2020-07-01 15:58:46:747,364.1,100,EDGA
2020-07-01 15:58:46:822,364.102,100,FINR
2020-07-01 15:58:46:852,364.13,100,FINR
2020-07-01 15:58:46:968,364.115,45,BATS
2020-07-01 15:58:47:140,364.1192,1,FINR
2020-07-01 15:58:47:226,364.11,100,XNGS
2020-07-01 15:58:47:236,364.115,1,IEXG
2020-07-01 15:58:47:242,364.11,1,FINR
2020-07-01 15:58:47:246,364.11,100,ARCX
2020-07-01 15:58:47:246,364.11,98,XNYS
2020-07-01 15:58:47:247,364.11,2,XNYS
2020-07-01 15:58:47:281,364.1,100,FINR
2020-07-01 15:58:47:332,364.1,5,BATS
2020-07-01 15:58:47:333,364.12,78,BATS
2020-07-01 15:58:47:333,364.12,100,BATS
2020-07-01 15:58:47:333,364.11,22,XNGS
2020-07-01 15:58:47:333,364.11,78,XNGS
2020-07-01 15:58:47:333,364.12,100,XNGS
2020-07-01 15:58:47:340,364.12,78,BATS
2020-07-01 15:58:47:342,364.12,22,FINR
2020-07-01 15:58:47:352,364.1,8,FINR
2020-07-01 15:58:47:412,364.11,50,XNGS
2020-07-01 15:58:47:412,364.12,50,XNGS
2020-07-01 15:58:47:412,364.12,78,BATS
2020-07-01 15:58:47:412,364.12,22,XNGS
2020-07-01 15:58:47:438,364.103,100,FINR
2020-07-01 15:58:47:444,364.1189,1,FINR
2020-07-01 15:58:47:448,364.1189,3,FINR
2020-07-01 15:58:47:486,364.12,22,XNGS
2020-07-01 15:58:47:486,364.12,78,BATS
2020-07-01 15:58:47:495,364.1035,100,FINR
2020-07-01 15:58:47:502,364.1,100,XNGS
2020-07-01 15:58:47:506,364.1,6,BATS
2020-07-01 15:58:47:506,364.1,24,BATS
2020-07-01 15:58:47:517,364.1,12,ARCX
2020-07-01 15:58:47:644,364.085,100,FINR
2020-07-01 15:58:47:666,364.0843,5,FINR
2020-07-01 15:58:47:694,364.1,100,XNGS
2020-07-01 15:58:47:694,364.1,100,XNGS
2020-07-01 15:58:47:694,364.1,100,XNGS
2020-07-01 15:58:47:912,364.1053,2,FINR
2020-07-01 15:58:47:964,364.0967,14,FINR
2020-07-01 15:58:48:125,364.08,4,BATS
2020-07-01 15:58:48:128,364.08,1,FINR
2020-07-01 15:58:48:164,364.08,46,BATS
2020-07-01 15:58:48:164,364.08,14,BATS
2020-07-01 15:58:48:164,364.07,18,BATS
2020-07-01 15:58:48:164,364.1,23,XNGS
2020-07-01 15:58:48:164,364.1,20,EDGX
2020-07-01 15:58:48:164,364.1,23,BATS
2020-07-01 15:58:48:280,364.0835,100,FINR
2020-07-01 15:58:48:284,364.08,100,EDGX
2020-07-01 15:58:48:306,364.08,20,BATS
2020-07-01 15:58:48:306,364.08,6,BATS
2020-07-01 15:58:48:322,364.0819,100,FINR
2020-07-01 15:58:48:326,364.0835,100,FINR
2020-07-01 15:58:48:332,364.08,17,BATS
2020-07-01 15:58:48:332,364.08,100,BATS
2020-07-01 15:58:48:332,364.08,21,BATS
2020-07-01 15:58:48:335,364.09,3,BATS
2020-07-01 15:58:48:335,364.09,70,BATS
2020-07-01 15:58:48:335,364.09,100,EDGA
2020-07-01 15:58:48:335,364.1,27,BATS
2020-07-01 15:58:48:345,364.095,5,FINR
2020-07-01 15:58:48:384,364.07,1,FINR
2020-07-01 15:58:48:429,364.09,5,FINR
2020-07-01 15:58:48:435,364.09,30,BATS
2020-07-01 15:58:48:435,364.1,51,BATS
2020-07-01 15:58:48:442,364.11,300,BATS
2020-07-01 15:58:48:442,364.11,78,BATS
2020-07-01 15:58:48:444,364.11,22,FINR
2020-07-01 15:58:48:448,364.08,100,EDGX
2020-07-01 15:58:48:449,364.08,2,BATS
2020-07-01 15:58:48:450,364.07,82,BATS
2020-07-01 15:58:48:450,364.07,14,BATS
2020-07-01 15:58:48:450,364.07,2,ARCX
2020-07-01 15:58:48:461,364.1,15,XNGS
2020-07-01 15:58:48:461,364.1,85,XNGS
2020-07-01 15:58:48:464,364.07,1,XNGS
2020-07-01 15:58:48:464,364.07,99,XNGS
2020-07-01 15:58:48:582,364.1099,1,FINR
2020-07-01 15:58:48:605,364.1099,2,FINR
2020-07-01 15:58:48:646,364.1099,2400,FINR
2020-07-01 15:58:48:664,364.07,100,IEXG
2020-07-01 15:58:48:688,364.06,10,FINR
2020-07-01 15:58:48:688,364.07,10,FINR
2020-07-01 15:58:48:866,364.1,78,BATS
2020-07-01 15:58:48:866,364.1,100,EDGA
2020-07-01 15:58:48:866,364.09,5,XNGS
2020-07-01 15:58:48:878,364.08,25,XNGS
2020-07-01 15:58:48:878,364.08,25,BATS
2020-07-01 15:58:48:878,364.08,15,EDGX
2020-07-01 15:58:48:878,364.08,20,EDGX
2020-07-01 15:58:48:880,364.06,15,IEXG
2020-07-01 15:58:48:947,364.07,1,XNGS
2020-07-01 15:58:49:273,364.1,100,FINR
2020-07-01 15:58:49:273,364.1,100,FINR
2020-07-01 15:58:49:336,364.1,100,XNGS
2020-07-01 15:58:49:336,364.1,15,EDGX
2020-07-01 15:58:49:336,364.1,85,EDGX
2020-07-01 15:58:49:336,364.1,15,EDGX
2020-07-01 15:58:49:336,364.1,10,BATS
2020-07-01 15:58:49:336,364.1,20,BATS
2020-07-01 15:58:49:336,364.1,25,BATS
2020-07-01 15:58:49:336,364.1,29,BATS
2020-07-01 15:58:49:336,364.1,49,BATS
2020-07-01 15:58:49:337,364.11,99,XNGS
2020-07-01 15:58:49:337,364.11,8,XNGS
2020-07-01 15:58:49:337,364.11,100,ARCX
2020-07-01 15:58:49:337,364.11,3,XNGS
2020-07-01 15:58:49:337,364.11,20,XNGS
2020-07-01 15:58:49:337,364.11,34,XNGS
2020-07-01 15:58:49:337,364.11,42,XNGS
2020-07-01 15:58:49:337,364.11,78,BATS
2020-07-01 15:58:49:338,364.11,5,XCIS
2020-07-01 15:58:49:338,364.11,22,XNGS
2020-07-01 15:58:49:338,364.11,36,XNGS
2020-07-01 15:58:49:338,364.11,64,XNGS
2020-07-01 15:58:49:349,364.11,100,ARCX
2020-07-01 15:58:49:394,364.1,100,FINR
2020-07-01 15:58:49:406,364.11,1,FINR
2020-07-01 15:58:49:436,364.11,78,BATS
2020-07-01 15:58:49:508,364.12,52,BATS
2020-07-01 15:58:49:510,364.11,10,XNGS
2020-07-01 15:58:49:510,364.12,48,FINR
2020-07-01 15:58:49:511,364.12,8,FINR
2020-07-01 15:58:49:514,364.11,26,XNGS
2020-07-01 15:58:49:514,364.12,66,XNGS
2020-07-01 15:58:49:514,364.12,100,FINR
2020-07-01 15:58:49:546,364.11,30,ARCX
2020-07-01 15:58:49:673,364.1038,75,FINR
2020-07-01 15:58:49:783,364.105,100,FINR
2020-07-01 15:58:49:991,364.0901,15,FINR
2020-07-01 15:58:50:095,364.1199,700,FINR
2020-07-01 15:58:50:358,364.12,134,XNGS
2020-07-01 15:58:50:358,364.12,1,XNGS
2020-07-01 15:58:50:358,364.12,200,XNGS
2020-07-01 15:58:50:358,364.12,100,XNGS
2020-07-01 15:58:50:358,364.12,65,XNGS
2020-07-01 15:58:50:383,364.13,100,FINR
2020-07-01 15:58:50:438,364.12,35,XNGS
2020-07-01 15:58:50:438,364.12,20,BATS
2020-07-01 15:58:50:438,364.13,80,BATS
2020-07-01 15:58:50:490,364.115,250,FINR
2020-07-01 15:58:50:513,364.1,8,FINR
2020-07-01 15:58:50:545,364.11,100,FINR
2020-07-01 15:58:50:573,364.13,105,FINR
2020-07-01 15:58:50:575,364.12,2,FINR
2020-07-01 15:58:50:578,364.12,1,XNGS
2020-07-01 15:58:50:584,364.13,20,BATS
2020-07-01 15:58:50:587,364.13,80,FINR
2020-07-01 15:58:50:594,364.13,100,FINR
2020-07-01 15:58:50:597,364.13,100,FINR
2020-07-01 15:58:50:727,364.13,100,XNGS
2020-07-01 15:58:50:727,364.13,100,XNGS
2020-07-01 15:58:50:727,364.13,99,XNGS
2020-07-01 15:58:50:852,364.12,52,XNGS
2020-07-01 15:58:50:853,364.12,100,ARCX
2020-07-01 15:58:50:853,364.11,48,ARCX
2020-07-01 15:58:50:903,364.11,28,ARCX
2020-07-01 15:58:50:903,364.11,24,ARCX
2020-07-01 15:58:51:119,364.1,10,EDGA
2020-07-01 15:58:51:182,364.1225,5,FINR
2020-07-01 15:58:51:226,364.11,250,FINR
2020-07-01 15:58:51:370,364.13,100,BATS
2020-07-01 15:58:51:370,364.13,1,XNGS
2020-07-01 15:58:51:370,364.13,100,XNGS
2020-07-01 15:58:51:370,364.13,199,XNGS
2020-07-01 15:58:51:370,364.13,1,XNGS
2020-07-01 15:58:51:371,364.14,42,EDGX
2020-07-01 15:58:51:371,364.14,58,XNGS
2020-07-01 15:58:51:371,364.14,42,XNGS
2020-07-01 15:58:51:371,364.14,58,XNGS
2020-07-01 15:58:51:444,364.13,150,XNGS
2020-07-01 15:58:51:447,364.14,42,XNGS
2020-07-01 15:58:51:454,364.15,8,XNGS
2020-07-01 15:58:51:469,364.13,117,FINR
2020-07-01 15:58:51:616,364.15,100,FINR
2020-07-01 15:58:51:812,364.1424,2,FINR
2020-07-01 15:58:51:912,364.1108,100,FINR
